manufacturer,Year,Hand,Gear,Engine_capacity,Engine_type,Km,Test,Color,Curr_ownership,Prev_ownership,Area,City,Pic_num,Price,model,Cre_date,Repub_date,Description
Mitsubishi,2014.0,2.0,G,2000,בנזין,200,,,,,ירושלים והסביבה,ירושלים,1.0,0.0,אאוטלנדר,2022-08-03,2022-08-03,"רכב נהדר במצב מעולה!גרסה מפוארת 4X4 עם ריפוד עוד מושבים מתכווננים חשמלית עם חימום.נמכר עקב מעבר לרכב מותאם לנכה.(גמיש מעט במחיר במעמד המכירה) &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גג נפתח ,תוספת וו גרירה. (מנשאהאפניים עם לוחית הרישוי במתנה)גגון (ilan&amp;ofer)"
Mitsubishi,2017.0,1.0,G,1200,בנזין,0,,,,,חולון - בת ים,בת ים,1.0,0.0,ספייס סטאר,2022-08-01,2022-08-01,list index out of range
Mitsubishi,2011.0,2.0,G,1500,בנזין,0,,,,,נס ציונה - רחובות,נס ציונה,1.0,0.0,לנסר הדור החדש,2022-07-31,2022-07-31,יד 2 אבל אותם בעלים כמו ראשונה ( נוסף בעלים נוסף)במצב מעולה. ללא תאונות. טופל כל השנים במוסך מורשה של מיצובישי
Mitsubishi,2020.0,1.0,G,1998,בנזין,0,,,,,הוד השרון והסביבה,הוד השרון,1.0,0.0,ASX,2022-07-30,2022-07-30,"דגם פרמיום. ללא תאונות ותיקונים. טיפולים במוסך מורשה של היבואן. נהג יחיד וותיק ומנוסה . &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גג פנוראמי, מושבי עור, פנסי LED, מצלמה אחורית, SIM למולטימדיה. WAZE.תוספות ושדרוגים: מרים שמשות, חיישני רברס, מדרכי צד, איתורן,"
Mitsubishi,2008.0,5.0,G,1600,בנזין,0,,,,,ראש העין והסביבה,ראש העין,1.0,0.0,לנסר קלאסיק,2022-07-29,2022-07-29,"מיצובישי לנסר שנת 2008. 251 אלף קילומטר. יד 5 טסט עד סוף ינואר 2023. רכב שמור מאוד ומושקע. מצבר חדש באחריות נעשה טיימינג וטיפול. מחיר נמוך עקב תקלה שאין לי זמן לטפל רכב מניעה נוסע אך רועד. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גיאנטים מאוחדים, מערכת מולטימדיה אנדרואיד כולל מצלמת רוורס."
Mitsubishi,2018.0,1.0,G,2000,בנזין,0,,,,,פתח תקוה והסביבה,פתח תקווה,1.0,0.0,אאוטלנדר,2022-07-27,2022-07-27,"mitsubishi outlander instyle 2018 7 seaterמיצובישי אאוטלנדר אינסטייל 7 מקומותנהג יחיד50,000 קמטיפולים במוסך מורשה.טיפול הבא 7/23טסט עד סוף 1/23 &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מפתח חכםסאנרוףגלגלי מגנזיוםכיסויים על כל המושבים.צמיגים חדשים.מצבר חדש.שמור מאוד כחדש"
Mitsubishi,2009.0,3.0,G,2500,טורבו דיזל,0,,,,,"ראשל""צ והסביבה",באר יעקב,1.0,0.0,אאוטלנדר,2022-07-24,2022-07-24,הנטר מצב פצצה מנוע חדש טסט שנה מלאה
Mitsubishi,2008.0,3.0,G,2390,בנזין,0,,,,,נס ציונה - רחובות,רחובות,1.0,0.0,אאוטלנדר,2022-07-21,2022-07-21,"דגם ספורט מפנק, כסאות מעור, חימום לכסאות, קילומטר נמוך ממוצע 10.000 בשנה. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; סנרוף, מערכת שמע."
Mitsubishi,2017.0,2.0,G,1193,בנזין,0,,,,,רמת השרון - הרצליה,רמת השרון,1.0,0.0,ספייס סטאר,2022-07-21,2022-07-21,הרכב במצב מצוין
Mitsubishi,2020.0,1.0,G,2360,חשמלי,0,,,,,גליל ועמקים,נצרת,1.0,0.0,אאוטלנדר,2022-07-20,2022-07-20,list index out of range
Mitsubishi,2011.0,2.0,G,1499,בנזין,250,,,,,ראש העין והסביבה,אלעד,1.0,0.0,לנסר הדור החדש,2022-07-18,2022-07-18,רכב במצב מעולה שמור נהג יחיד מזגן מקפיא ריפודים חדשים מערכת מולטימדיהמוכר אותו כי אני סטודנט ועובר לאפנוע מצורף טופס בדיקה יצא 100אחוז תקין
Mitsubishi,2008.0,3.0,G,1584,בנזין,0,,,,,פתח תקוה והסביבה,פתח תקווה,1.0,0.0,לנסר קלאסיק,2022-07-12,2022-07-12,"רכב מעולה מצב מכני כמו חדש !!! מזגן מקפיא !! הוחלפו צמיגים , משולשים , צלחות ורפידות לצורך המכירה במצב הכי מפנק שאפשר !! כל הקודם זוכה"
Mitsubishi,2005.0,2.0,G,2380,בנזין,0,,,,,באר שבע והסביבה,באר שבע,1.0,0.0,גרנדיס,2022-07-11,2022-07-11,רכב במצב מעולה !
Mitsubishi,2012.0,1.0,G,1998,בנזין,0,,,,,באר שבע והסביבה,דימונה,1.0,0.0,אאוטלנדר,2022-07-03,2022-07-03,שמור ומטופל. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מקים שמשות ודיבורית.
Mitsubishi,2022.0,1.0,G,1193,בנזין,0,,,,,רמת השרון - הרצליה,רמת השרון,1.0,0.0,ספייס סטאר,2022-07-02,2022-07-02,"רכב חדש מפרטי, עלה לכביש 4/22, מרווח וחסכוני בדלק.אחריות יבואן 3 שנים עד 4/25, ימסר עם 3 שוברים לטיפול מתנה במוסך היבואן. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; חיישני רוורס ומצלמה אחורית"
Mitsubishi,2019.0,1.0,G,1500,בנזין,0,,לבן,L,P,אשדוד - אשקלון,אשדוד,6.0,0.0,אקליפס,2022-06-23,2022-06-29,"רכב שמור מאוד!!מטופל במוסך מורשה, 45 אלף קילומטר .נמכר עקב קבלת רכב חדש.לרצינים בלבד!!לא בשבת!"
Mitsubishi,2017.0,2.0,G,2000,בנזין,0,,,,,גליל ועמקים,נצרת,1.0,0.0,אאוטלנדר,2022-06-27,2022-06-27,שמור ומטופל בזמן אפס תקלות טסט לשנה &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מפואר עם גג נפתח
Mitsubishi,2019.0,1.0,G,1998,בנזין,0,,,,,nan,יאנוח-ג'ת,1.0,0.0,אאוטלנדר,2022-06-27,2022-06-27,רכב כחדשמצב מצויין
Mitsubishi,2011.0,2.0,G,2500,דיזל,140,,,,,קיסריה והסביבה,אור עקיבא,1.0,0.0,קולט,2022-06-23,2022-06-23,list index out of range
Mitsubishi,2005.0,3.0,G,1600,בנזין,0,,,,,פתח תקוה והסביבה,פתח תקווה,1.0,0.0,לנסר קלאסיק,2022-06-23,2022-06-23,"רכב מעולה ואמין שירת אותנו נאמנה, מזגן תקין, לשים דלק ולנסוע."
Mitsubishi,2009.0,3.0,G,1500,בנזין,0,,,,,חיפה וחוף הכרמל,עתלית,1.0,0.0,לנסר הדור החדש,2022-06-23,2022-06-23,"מיצובישי לנסר הדור החדש 2009 1500 סמ""ק בצבע כסף, אוטו במצב מעולה, אמין מאוד, מטופל תמיד בזמן עם חלפים מקוריים. אצלי 8 שנים שימש אותי נאמנה ללא תקלות. כדאי מאוד!!!"
Mitsubishi,2011.0,1.0,G,1600,בנזין,0,,,,,רמלה - לוד,רמלה,1.0,0.0,לנסר הדור החדש,2022-06-20,2022-06-20,רכב במצב טוב מזגן עובד ייש קודנית
Mitsubishi,2008.0,2.0,G,1600,בנזין,0,,,,,רעננה - כפר סבא,כפר סבא,1.0,0.0,לנסר קלאסיק,2022-06-20,2022-06-20,"אצלמו מ 2008 , ללא תאונות. אמין ושקט."
Mitsubishi,2009.0,2.0,G,1499,בנזין,0,,,,,נס ציונה - רחובות,מזכרת בתיה,1.0,0.0,לנסר הדור החדש,2022-06-17,2022-06-17,"מכנית-שמורה ומטופלת, ללא תקלות, ללא תאונות, טסט עד 8/22. חיצונית- שפשופי פגושים, אזורי צבע דהוי, 2 מכות קלות ביותר בפח. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מזגן טוב"
Mitsubishi,2018.0,1.0,G,1499,בנזין,0,,,,,רמת גן - גבעתיים,גבעתיים,1.0,0.0,אקליפס,2022-06-09,2022-06-09,דגם- אקליפס קרוס. תת דגם- אינסייט. עלתה לכביש בנובמבר 2018.במצב מעולה כחדשה. ללא תאונות.
Mitsubishi,2011.0,2.0,G,2000,בנזין,0,,,,,חדרה וישובי עמק חפר,חדרה,1.0,0.0,אאוטלנדר,2022-05-31,2022-05-31,"מיצובישי אאוטלנדר, בצבע לבן, יד שניה, 224000 קילומטרים. הרכב שמור. בלי תעונות. טסט עד 01.2023. מערכת מולטימדיה חדשנית עם אופציה ל-waze."
Mitsubishi,2016.0,2.0,G,2000,בנזין,0,,,,,באר שבע והסביבה,באר שבע,1.0,0.0,אאוטלנדר,2022-05-29,2022-05-29,"מציאה**כמו חדש חדש**למכירה אאוטלנדר 2016 דגם אינטנס 5 מקומות צבע גרניט..רכב שמור ,חסכוני ושקט..קילומטראג' רק 38 אלף!! עבר 2 ידיים פרטיות..כולל תוספות של מערכת אנדרואיד ענקית 10 אינץ עם חנות אפליקציות פתוחה וכולל מדרכות צד ניקל איכותיות..מחירון של הרכב 108,000 ...מבאר שבע &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מולטימדיה מדרכות צד"
Mitsubishi,2008.0,3.0,G,1600,בנזין,0,,,,,בקעת אונו,גני תקווה,1.0,0.0,לנסר קלאסיק,2022-05-27,2022-05-27,רכב במצב מכני מצויין ושמור . מבחינת קוסמטיקה של הרכב ובפחחות הרכב לקוי צבע דאוי וכמה מכות פח . 125 אלף קמ
Mitsubishi,2017.0,1.0,G,2000,בנזין,0,,,,,פתח תקוה והסביבה,פתח תקווה,1.0,0.0,אאוטלנדר,2022-05-24,2022-05-24,דגם פרימיום המפואר 7 מושבים מעור מערכת מולטימדיה מצלמה אחורית וקדמית נהגת יחידה --18000 קילומטר בלבד--- בלי מכות בלי תאונות בלי שריטות אוטו במצב חדש &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; באן רווף מצלמה אחורית וקדמית מדרכות צד חימום במושבים
Mitsubishi,2018.0,1.0,G,1200,בנזין,0,,לבן פנינה,P,P,מושבים בשרון,אבן יהודה,1.0,0.0,ספייס סטאר,2022-04-06,2022-05-21,שמורה מאוד מטופלת ללא תאונות
Mitsubishi,2017.0,1.0,G,2000,בנזין,0,,,,,nan,ראשון,1.0,0.0,אאוטלנדר,2022-05-18,2022-05-18,ללא תאונותצמיגים ומצבר חדשים מקוריים הוחלפו לא מזמן
Mitsubishi,2015.0,2.0,G,2200,דיזל,0,,,,,חולון - בת ים,אזור,1.0,0.0,אאוטלנדר,2022-05-10,2022-05-10,"אאוטלנד הדגם המפואר ביותר כולל כל התוספות!מושבי עור, בקרת שיוט, בלימה אוטונמית, מושב חשמלי , חימום מושבים ועןד ועוד"
Mitsubishi,2019.0,1.0,G,1499,בנזין,0,,,,,רמת גן - גבעתיים,רמת גן,1.0,0.0,אקליפס,2022-05-09,2022-05-09,"רכב שני. ק""מ נמוך מטופל אצל היבואן. יימכר לאחר טיפול גדול. שווה! &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; דגם INTENSE"
Mitsubishi,2021.0,2.0,G,1499,בנזין,0,,,,,nan,Ashdod,1.0,0.0,אקליפס,2022-05-01,2022-05-01,"מיצובישי אקליפס דגם INSTYהרכב מטופל במוסך מורשה מיצובישי אשדודלרכב יש טסט עד 01/23 &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מראות חשמליות, גאנטים, גג נפתח, מערכת שמע מטורפת"
Mitsubishi,2022.0,1.0,G,1226,בנזין,0,,,,,חולון - בת ים,בת ים,1.0,0.0,ספייס סטאר,2022-04-27,2022-04-27,רכב חדש מה ניילונים
Mitsubishi,2015.0,1.0,G,1200,בנזין,0,,,,,"ראשל""צ והסביבה",ראשון לציון,1.0,0.0,ספייס סטאר,2022-04-18,2022-04-18,"לבוא לקחת. התחייבות לקנייה חוזרת עד 5 שנים. שקיפות מלאה!!! מגוון אפשרויות מימון עד 100% כולל תשלום בצקים. נמצא בסוכנות ""גרינקאר"" בראשל""צ, רח' הרצל 28. הנחות ומחירים מיוחדים יינתנו בסניף, יחס אישי לכל לקוח שקיפות מלאה!!! מבחר ענק של רכבים נוספים ניתן לראות באתר של גרינקאר. לצאת עם רכב חדש באותו היום."
Mitsubishi,2010.0,4.0,G,1500,בנזין,0,,אפור,P,P,באר שבע והסביבה,אופקים,7.0,0.0,לנסר,2021-11-17,2021-11-17,מיצבושי לנסר החדשה
Mitsubishi,2008.0,3.0,G,1600,בנזין,0,,אפור עכבר,P,P,טבריה והסביבה,טבריה,10.0,0.0,לנסר קלאסיק,2021-10-15,2021-10-15,מיצובישי לאנסר 2008 אוטמט98 כ״סיד 03230 אלף ק״מבמצב מכאני מעולהבמערכת מותקנת דיברוית ובלוטוס לשיריםבס ורמקולים של פיונירחלונות מושחרים אחורייםרכב מדהים לנסיעה! נמכר עקב שדרוג לשנה חדשה יותר
Mitsubishi,2008.0,2.0,G,1800,בנזין,0,,בז',P,P,רמת גן - גבעתיים,בני ברק,4.0,0.0,סופר לנסר,2021-10-04,2021-10-04,"רכב רחב ומפנק, קילומטרז' נמוך לגילו, ללא תאונות, מטופל בזמן."
Mitsubishi,2005.0,3.0,G,1800,בנזין,0,,כסוף,P,P,ירושלים והסביבה,ירושלים,0.0,0.0,לנסר קלאסיק,2023-09-29,2023-09-29,רכב תקין ללא שום בעיות.מזגן מקפיא!הושקע מולטימדיה יותר מ1000 שחטסט לעוד חצי שנה .מוכר בכ''כ זול משום שאני כבר לא משתמש עם הרכב
Mitsubishi,2014.0,4.0,G,1200,בנזין,0,,,,,"ראשל""צ והסביבה",ראשון לציון,0.0,0.0,אטראז',2022-10-29,2022-10-29,רכב שמור מטופל בזמן ניראה כמו חדש מפתח חכם גמיש במחיר
Mitsubishi,2008.0,5.0,G,1584,בנזין,0,,,,,רמת גן - גבעתיים,בני ברק,0.0,0.0,לנסר,2022-10-25,2022-10-25,list index out of range
Mitsubishi,2012.0,3.0,G,1600,בנזין,0,,,,,ירושלים והסביבה,ירושלים,0.0,0.0,לנסר הדור החדש,2022-10-15,2022-10-15,רכב שמור ומטופלטסט לשנה
Mitsubishi,2010.0,3.0,G,1500,בנזין,0,,,,,באר שבע והסביבה,נתיבות,0.0,0.0,לנסר הדור החדש,2022-10-14,2022-10-14,list index out of range
Mitsubishi,2009.0,3.0,G,3200,דיזל,0,,לבן,P,P,חולון - בת ים,בת ים,2.0,0.0,I-MIEV,2022-05-15,2022-05-15,הכול מקורי פנים וחוץ האותו 4X4 נפח 3200
Mitsubishi,2016.0,3.0,G,2000,בנזין,0,,,,,אשדוד - אשקלון,אשדוד,0.0,0.0,אאוטלנדר,2022-09-27,2022-09-27,"מיצובישי אאוטלנדר 08/2016 יד 02 ליסינג תפעולי נהג יחיד לשעבר מנוע 1.99 בנזין 150 כסגימור אינסטייל: חלון בגג, מפתח חכם ועוד צבע כסף 7 מקומות תוספות: וו גרירה, חיבור חשמל, מערכת Mobil Eye, מערכת מולטימדיה מסך מגע, מצבר חדש, רדיאטור וגז למזגן, צמיג רזרבי חדש, חלונות אחוריים מושחרים ועוד. טסט לשנה!"
Mitsubishi,2021.0,1.0,G,1200,בנזין,0,,,,,נתניה והסביבה,נתניה,0.0,0.0,ספייס סטאר,2022-09-27,2022-09-27,"רכב חדש של אדם מבוגר (אבא שלי) רק 6000 ק""מ,ללא שריטה , חונה תמיד בחניון מקורה מתחת לבניין נמכר עקב חוסר שימוש"
Mitsubishi,2007.0,2.0,G,1600,בנזין,0,,,,,רעננה - כפר סבא,כפר סבא,0.0,0.0,לנסר,2022-09-17,2022-09-17,list index out of range
Mitsubishi,2015.0,2.0,G,2000,בנזין,0,,,,,מודיעין והסביבה,מודיעין מכבים רעות,0.0,0.0,אאוטלנדר,2022-09-02,2022-09-02,list index out of range
Mitsubishi,2016.0,2.0,G,2000,בנזין,0,,,,,נתניה והסביבה,נתניה,0.0,0.0,אאוטלנדר,2022-09-01,2022-09-01,מיצובישי אאוטלנדר 7 מקומות מצב חדש אוטו שמור שמור
Mitsubishi,2007.0,1.0,G,1600,בנזין,0,,,,,nan,תל אבי,0.0,0.0,לנסר קלאסיק,2022-08-27,2022-08-27,list index out of range
Mitsubishi,2022.0,1.0,G,2500,בנזין,0,,,,,עמק יזרעאל,קרית טבעון,0.0,0.0,אאוטלנדר,2022-07-30,2022-07-30,אאוטלנדר החדש דגם פרימיום 2022 יד ראשונה רכב חדש חדש עשה רק 6000 &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; ריפודי עור סנטטי רכב מבוקש מאוד ושמור כל הקודם זוכה ....
Mitsubishi,2021.0,1.0,G,2500,בנזין,0,,,,,קריות,קרית ביאליק,0.0,0.0,אאוטלנדר,2022-07-23,2022-07-23,list index out of range
Mitsubishi,,,,0,,0,,,,,nan,,,0.0,,,,גג נפתח גם מאחורה
Mitsubishi,2018.0,1.0,G,2000,בנזין,0,,,,,"ראשל""צ והסביבה",בית דגן,0.0,0.0,ASX,2022-07-15,2022-07-15,רכב שמור מטופל במוסכי מיטצובישי בלבד. לא עבור תאונות.יד פרטית.
Mitsubishi,2019.0,1.0,G,2000,בנזין,0,,,,,nan,יקנעם עילית,0.0,0.0,ASX,2022-07-14,2022-07-14,"שמורה מאד,מטופלת אך ורק במוסך מורשה ללא תאונות"
Mitsubishi,2007.0,3.0,G,1600,בנזין,0,,,,,ירושלים והסביבה,ירושלים,0.0,0.0,לנסר,2022-06-27,2022-06-27,"רכב מצוין,חסכוני,טסט בעוד חודש,מזגן מעולה,ישנם קילופי צבע,יד ראשונה היתה השכרהלא בשבת! &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; קודנית,בלוטוס,חיישני רוורס,גלגלי מגנזיום,4 צמיגים במצב מעולה"
Mitsubishi,2017.0,1.0,G,1998,בנזין,0,,,,,מודיעין והסביבה,מודיעין מכבים רעות,0.0,0.0,אאוטלנדר,2022-05-22,2022-05-22,"מצב מצויין, שמור, כל הטיפולים בסוכנות מיצובישי/יונדאי מודיעין מתועדים. צמיגים חדשים, מצבר שנה וחצי. חלונות חשמלים, נעילה /פתיחה מרכזית מהשלט, מראות חשמליים."
Mitsubishi,2020.0,1.0,G,1500,בנזין,0,,,,,מודיעין והסביבה,מודיעין,0.0,0.0,אקליפס,2022-05-11,2022-05-11,רכב שמור נמצא בחניה מקורה נהג יחיד(70)
Mitsubishi,2010.0,3.0,G,1500,בנזין,0,,,,,קריות,רכסים,0.0,0.0,לנסר הדור החדש,2022-05-05,2022-05-05,חלונות שחורים מסך באגז גדול מושבים יפים
Mitsubishi,2017.0,2.0,G,2000,בנזין,0,,,,,באר שבע והסביבה,באר שבע,0.0,0.0,אאוטלנדר,2022-04-26,2022-04-26,הרכב במצב מצוייןטסט שלמה שלמה צלחות ברקסים וצמיגים חדשיםטיפולצרק במוסך מורשהמלא תוספות זה דגם אינסטייל עם חלון בגג והנעה ללא מתפתחמראות מתקפלותוחלונות מתורגמים &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גגוןמדרגות צדפסי קישוטמצלמת דרך ועוד...
Mitsubishi,2015.0,2.0,G,1200,בנזין,100,,כסוף מטאלי,P,P,בית שמש והסביבה,בית שמש,0.0,0.0,ספייס סטאר,2022-01-13,2022-01-13,נהגת יחידה. אוטו שני בבית.הרכב במצב חדשש. 4צמיגים חדשים .מצבר חדש .לאחר טיפול 100 אלף .חונה בחניה מקורה חסכוני מאוד שמור ומטופל ברמות כול הקודם זוכה
